Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:49330000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
49330000;1;01/01/2008;;1;1;1647,836;1152,753;1298,881;9;30;0;0;1;;0;1413,264;1471,401;1354,142;1366,711;1335,392;1308,526;1360,42;1421,807;1546,18;1394,13;1314,703;1279,882;1277,848;1290,078;1281,918;1304,416;1281,918;1281,918;1290,078;1283,956;1283,956;1288,036;1283,956;1283,956;1288,036;1172,203;1162,459;1160,515;1168,301;1154,691;1160,515;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/02/2008;;1;1;1235,474;1050,378;1076,477;1;6;0;0;1;;0;1223,492;1099,109;1065,261;1065,261;1065,261;1057,807;1080,243;1076,488;1076,488;1067,128;1063,395;1065,261;1061,531;1067,128;1070,868;1063,395;1076,488;1068,997;1076,488;1067,128;1067,128;1067,128;1063,395;1054,089;1089,657;1097,216;1080,243;1067,128;1074,613;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;;
49330000;1;01/03/2008;;1;1;1375,12;1050,378;1078,539;14;12;0;0;1;;0;1084,004;1065,261;1076,488;1067,128;1116,22;1059,668;1055,948;1054,089;1057,807;1063,395;1054,089;1054,089;1052,233;1213,548;1084,004;1057,807;1065,261;1061,531;1148,881;1082,123;1084,004;1070,868;1068,997;1072,74;1070,868;1065,261;1072,74;1055,948;1067,128;1099,109;1133,456;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/04/2008;;1;1;2273,121;1072,74;1385,772;7;22;1;1;1;;0;1099,109;1091,544;1195,746;1712,627;2054,187;2246,51;2273,121;1792,884;1579,726;1675,459;1460,551;1409,001;1404,745;1438,966;1375,12;1358,326;1358,326;1308,526;1207,6;1087,771;1095,324;1072,74;1099,109;1102,901;1160,515;1211,564;1168,301;1156,631;1152,753;1223,492;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;1;01/05/2008;;1;1;1396,25;1183,947;1301,041;20;13;0;0;1;;0;1347,879;1306,471;1288,036;1294,167;1310,584;1310,584;1281,918;1263,648;1288,036;1271,753;1267,698;1253,552;1249,524;1229,476;1255,568;1261,626;1281,918;1259,605;1261,626;1362,515;1312,643;1308,526;1318,829;1331,242;1379,334;1345,794;1366,711;1308,526;1339,548;1339,548;1335,392;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/06/2008;;1;1;1889,519;1227,48;1396,493;16;20;0;0;1;;0;1314,703;1394,13;1337,469;1308,526;1294,167;1288,036;1343,71;1302,363;1366,711;1515,177;1430,374;1423,946;1548,406;1331,242;1358,326;1618,155;1499,786;1432,52;1477,928;1402,619;1354,142;1300,312;1559,558;1441,118;1517,381;1402,619;1347,879;1341,629;1308,526;1333,317;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;1;01/07/2008;;1;1;1973,538;1207,6;1470,093;29;13;0;0;1;;0;1352,053;1438,966;1613,612;1595,497;1707,96;1314,703;1517,381;1501,98;1458,386;1515,177;1451,899;1398,372;1241,487;1445,426;1504,176;1341,629;1306,471;1432,52;1341,629;1302,363;1383,554;1383,554;1491,025;1454,06;1577,479;1458,386;1488,838;1546,18;1700,971;1661,62;1645,544;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/08/2008;;1;1;2541,715;1460,551;1908,934;21;17;0;0;1;;0;1840,903;1575,234;1636,39;1790,499;1792,884;1889,519;1914,052;1814,418;1645,544;1528,428;1926,374;2041,485;2061,826;2089,95;2131,177;1826,434;1530,641;1872,436;2089,95;2097,651;2217,408;2146,736;1865,136;1524,005;1860,278;2198,982;2170,173;2180,628;2193,73;2128,59;1595,497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/09/2008;;1;1;2353,841;1464,886;1921,518;5;27;0;0;1;;0;1909,133;2066,926;2077,144;2038,949;2170,173;1953,614;1564,029;1904,221;2033,882;2149,334;2072,032;2072,032;1916,513;1750,179;1865,136;2031,351;1943,688;1973,538;1921,441;1833,662;1557,324;1736,052;1904,221;1971,042;1998,577;1936,259;1877,309;1570,747;1840,903;2006,118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49330000;1;01/10/2008;;1;1;2895,777;1482,288;2221,335;31;6;1;1;1;;0;1855,425;2038,949;2008,635;1840,903;1548,406;1721,979;2204,239;2167,563;2209,502;2496,897;2038,949;1845,737;2131,177;2305,25;2353,841;2435,888;2430,377;2204,239;1870,001;2146,736;2359,27;2491,322;2496,897;2508,066;2326,787;2018,716;2321,394;2632,476;2609,645;2609,645;2632,476;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/11/2008;;1;1;2931,777;1456,222;2171,712;11;30;0;0;1;;0;2324,089;1988,544;2402,91;2603,952;2558,618;2638,199;2646,793;2469,077;2151,934;2318,699;2666,899;2564,264;2321,394;2307,937;1703,299;1493,213;1790,499;2294,516;2302,564;2016,193;2408,392;1821,623;1488,838;1998,577;2115,672;2151,934;2154,535;2175,398;1790,499;1482,288;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
49330000;1;01/12/2008;;1;1;2165,776;1369,915;1805,048;3;28;1;1;1;;0;2055,059;2088,243;2165,776;2150,163;1897,802;1549,465;1476,83;1952,046;1905,156;2088,243;2057,603;1991,949;1772,457;1503,052;2060,148;2113,939;2088,243;2034,763;2017,082;1630,575;1483,365;1892,906;2078,006;1516,245;1437,904;1446,512;1446,512;1369,915;1664,946;1529,492;1492,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/01/2009;;1;1;1801,024;1274,906;1422,355;9;3;1;1;1;;0;1328,211;1299,38;1274,906;1303,481;1525,07;1605,584;1420,761;1442,205;1801,024;1348,987;1315,818;1442,205;1511,841;1507,444;1511,841;1655,748;1542,793;1450,825;1365,717;1328,211;1369,915;1332,354;1315,818;1299,38;1299,38;1295,286;1324,074;1459,469;1507,444;1529,492;1378,329;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/02/2009;;1;1;2160,566;1285,077;1730,395;11;23;1;1;1;;0;1315,818;1516,245;2007,011;1919,906;2044,899;2052,517;1839,448;1500,859;2124,259;2144,97;2160,566;2119,096;2093,37;1637,422;1344,82;1651,157;1770,086;1562,847;1748,815;1697,331;1547,239;1393,111;1285,077;1309,643;1476,83;1748,815;1944,607;1494,287;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
49330000;1;01/03/2009;;1;1;2037,295;1340,658;1796,88;26;1;1;1;1;;0;1340,658;1594,285;1810,594;1895,353;1986,941;1964,475;1658,045;1500,859;1890,461;1971,95;1966,965;1981,938;2017,082;1706,638;1592,03;1824,995;1902,703;1834,625;1892,906;1952,046;1815,388;1509,642;1839,448;1932,238;1957,013;2037,295;2009,526;1529,492;1376,223;1662,645;1748,815;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/04/2009;;1;1;2658,838;1285,077;1775,735;30;12;1;1;1;;0;1762,982;1739,401;1605,584;1637,422;1457,306;1571,8;1851,535;1861,23;1767,717;1315,818;1287,116;1285,077;1405,841;1442,205;1812,991;2422,815;2384,485;2163,17;1873,384;1939,655;1866,087;1971,95;1635,138;1762,982;1476,83;1455,144;1556,149;2080,563;2220,842;2658,838;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/05/2009;;1;1;3528,387;1779,578;2599,847;13;31;1;1;1;;0;2990,841;2960,429;2314,065;2083,121;2004,497;2287,245;2466,974;2644,5;2956,639;2983,223;3114,099;3520,087;3528,387;3110,208;2661,71;2332,926;2163,17;2327,53;2818,968;2633,055;2905,176;2842,627;2748,55;2389,943;2469,747;2273,891;2400,877;2500,34;2279,228;2103,643;1779,578;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/06/2009;;1;1;2332,926;1610,115;2024,381;29;7;1;1;1;;0;2150,163;2279,228;2189,296;2147,566;2150,163;1979,439;1610,115;2007,011;2093,37;1942,13;1832,215;2070,344;1966,965;1639,708;2085,681;2150,163;2165,776;2142,376;1914,983;2090,806;1784,334;1984,438;1989,444;1861,23;1976,941;2163,17;2070,344;1732,355;2332,926;2228,761;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/07/2009;;1;1;2458,666;1562,847;2093,346;3;5;1;1;1;;0;2335,626;2319,446;2458,666;2205,042;1562,847;2181,443;2186,677;2078,006;2098,504;2132,015;2129,428;1868,518;2060,148;2144,97;2239,342;2152,761;2255,256;2049,976;1798,635;1971,95;2249,946;2314,065;2129,428;2088,243;1912,524;1791,478;2093,37;2119,096;2009,526;1937,181;2019,603;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/08/2009;;1;1;2292,597;1476,83;1957,552;6;30;1;1;1;;0;1791,478;1492,1;1890,461;2047,437;2142,376;2292,597;2265,896;1989,444;1798,635;2181,443;1954,529;2150,163;2147,566;2186,677;1907,611;1560,613;2004,497;2090,806;2271,224;2116,517;2032,233;1929,768;1655,748;1939,655;2119,096;2049,976;1984,438;1932,238;1545,016;1476,83;1737,051;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/09/2009;;1;1;2359,996;1489,914;1930,509;30;13;1;1;1;;0;1890,461;1942,13;1981,938;1976,941;1635,138;1626,018;1525,07;1744,105;1878,255;1922,369;1786,713;1542,793;1489,914;1858,804;2047,437;1976,941;1937,181;2001,984;1883,133;1839,448;1907,611;2124,259;2239,342;2210,303;2330,227;1937,181;1844,278;2142,376;2332,926;2359,996;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/10/2009;;1;1;2505,921;1446,512;2157,091;15;12;1;1;1;;0;2295,275;2170,992;1858,804;1527,28;2075,45;2398,141;2450,37;2450,37;2403,614;2129,428;1538,354;1446,512;2001,984;2236,694;2505,921;2453,134;2098,504;1720,643;2080,563;2491,979;2414,577;2486,412;2500,34;2319,446;2022,126;2220,842;2300,636;2083,121;2132,015;2119,096;1937,181;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/11/2009;;1;1;2522,701;1527,28;2237,844;25;2;;;1;;0;1637,422;1527,28;1966,965;2186,677;2134,603;2197,162;2001,984;1815,388;2134,603;2505,921;2466,974;2428,314;2368,146;2349,15;1878,255;2281,899;2239,342;2447,608;2455,899;2422,815;2271,224;2176,215;2362,711;2494,764;2522,701;2466,974;2514,305;2341,031;2121,677;2417,322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
49330000;1;01/12/2009;;1;1;2833,744;1319,943;2169,523;1;25;;;1;;0;2833,744;2681,855;2384,485;2433,82;2160,566;1730,01;2292,597;1772,457;2249,946;2324,834;2088,243;1981,938;1957,013;2308,689;2511,509;2489,195;2798,343;2439,331;1892,906;1873,384;2533,917;2466,974;2455,899;2022,126;1319,943;1697,331;1476,83;2197,162;2088,243;2052,517;1739,401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49330000;1;01/12/2009;01/01/1900 17:00:00;1;1;2833,744;1319,943;2169,523;1;25;;;1;;0;2833,744;2681,855;2384,485;2433,82;2160,566;1730,01;2292,597;1772,457;2249,946;2324,834;2088,243;1981,938;1957,013;2308,689;2511,509;2489,195;2798,343;2439,331;1892,906;1873,384;2533,917;2466,974;2455,899;2022,126;1319,943;1697,331;1476,83;2197,162;2088,243;2052,517;1739,401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49330000;1;01/01/2010;;1;1;2116,517;1353,161;1887,293;12;1;1;1;1;;0;1353,161;1468,137;1472,48;1781,955;1964,475;2042,363;2113,939;2014,562;1820,188;1619,193;2098,504;2116,517;2075,45;1984,438;2001,984;1798,635;1758,254;1870,95;1924,834;1961,986;2034,763;2027,176;1849,114;1834,625;1999,473;2047,437;2014,562;1959,499;1961,986;1774,829;1760,617;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/02/2010;;1;1;2191,917;1720,643;2003,581;23;21;1;1;1;;0;1942,13;2078,006;2032,233;1966,965;2062,695;1937,181;1844,278;2032,233;2113,939;1986,941;1976,941;1883,133;2113,939;1888,016;1957,013;1922,369;2103,643;2119,096;1976,941;1957,013;1720,643;2186,677;2191,917;2134,603;2108,788;2042,363;2057,603;1762,982;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
49330000;1;01/03/2010;;1;1;2139,784;1503,052;1881,095;3;28;1;1;1;;0;2080,563;2078,006;2139,784;2113,939;2072,896;1770,086;1511,841;1704,309;2001,984;1849,114;2012,043;1984,438;1720,643;1514,042;1922,369;1974,445;2055,059;2027,176;1984,438;1829,807;1518,449;1839,448;1989,444;1844,278;1851,535;1957,013;1758,254;1503,052;1796,248;1927,3;1981,938;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/04/2010;;1;1;1912,524;1270,848;1588,386;1;25;1;1;1;;0;1912,524;1503,052;1446,512;1461,634;1674,169;1801,024;1669,555;1583,024;1474,654;1384,655;1344,82;1492,1;1655,748;1569,559;1485,546;1437,904;1503,052;1812,991;1549,465;1616,921;1380,436;1786,713;1774,829;1468,137;1270,848;1603,322;1765,349;1820,188;1767,717;1635,138;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/05/2010;;1;1;1937,181;1303,481;1523,926;13;2;1;1;1;;0;1332,354;1303,481;1560,613;1671,861;1580,776;1330,282;1793,862;1483,365;1359,432;1431,464;1683,416;1547,239;1937,181;1741,752;1472,48;1307,587;1361,526;1328,211;1315,818;1410,096;1567,321;1547,239;1334,428;1529,492;1676,479;1547,239;1569,559;1671,861;1746,459;1465,968;1632,856;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/06/2010;;1;1;1607,849;1299,38;1427,264;19;26;1;1;1;;0;1551,691;1520,655;1425,038;1450,825;1425,038;1328,211;1463,8;1529,492;1518,449;1525,07;1569,559;1514,042;1365,717;1418,625;1357,34;1442,205;1531,705;1494,287;1607,849;1407,968;1369,915;1336,503;1369,915;1344,82;1301,43;1299,38;1317,88;1353,161;1315,818;1361,526;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/07/2010;;1;1;1808,199;1287,116;1559,914;31;4;1;1;1;;0;1440,054;1538,354;1291,198;1287,116;1338,58;1332,354;1505,247;1503,052;1505,247;1433,609;1353,161;1678,79;1520,655;1574,041;1623,741;1655,748;1522,862;1474,654;1558,38;1715,969;1720,643;1722,983;1732,355;1632,856;1397,348;1628,296;1720,643;1699,656;1690,367;1751,173;1808,199;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/08/2010;;1;1;2080,563;1283,04;1528,023;31;12;1;1;1;;0;1536,136;1429,321;1529,492;1346,903;1376,223;1322,008;1594,285;1533,92;1741,752;1547,239;1319,943;1283,04;1319,943;1332,354;1459,469;1359,432;1388,88;1374,119;1678,79;1748,815;1538,354;1303,481;1587,524;1580,776;1616,921;1793,862;1669,555;1730,01;1442,205;1803,414;2080,563;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/09/2010;;1;1;2357,282;1332,354;1726,047;30;19;1;1;1;;0;1999,473;1969,457;2088,243;1753,532;1363,621;1556,149;1429,321;1695,008;1704,309;1713,634;1531,705;1474,654;1669,555;1841,863;1815,388;1829,807;1542,793;1437,904;1332,354;1708,968;1529,492;1560,613;1796,248;1812,991;1744,105;1483,365;1718,305;2134,603;2186,677;2357,282;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/10/2010;;1;1;2406,353;1498,667;1949,435;8;24;1;1;1;;0;2373,586;2297,955;1820,188;2083,121;2199,788;2359,996;2346,442;2406,353;2012,043;1601,06;1952,046;1796,248;2173,603;2197,162;2137,192;1678,79;1525,07;1994,456;1824,995;1929,768;1880,693;1907,611;1525,07;1498,667;2009,526;1984,438;1793,862;1801,024;2017,082;1779,578;1525,07;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/11/2010;;1;1;2398,141;1293,241;1785,462;30;15;1;1;1;;0;1616,921;1427,178;1701,981;1808,199;2098,504;1536,136;1472,48;1711,3;1866,087;2249,946;2341,031;1957,013;1489,914;1332,354;1293,241;1580,776;1786,713;1812,991;1861,23;1538,354;1468,137;1704,309;1902,703;2083,121;2287,245;2134,603;1660,344;1465,968;1976,941;2398,141;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/12/2010;;1;1;2494,764;1574,041;2049,39;7;5;1;1;1;;0;2205,042;2220,842;2439,331;1981,938;1574,041;2080,563;2494,764;2226,12;2263,234;2265,896;2075,45;1641,995;2017,082;1727,666;2121,677;2032,233;2012,043;1805,806;1623,741;2108,788;2400,877;2373,586;2389,943;2241,99;1880,693;1767,717;2024,651;1952,046;2019,603;1947,085;1614,651;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/01/2011;;1;1;2281,899;1369,915;1934,403;19;23;1;1;1;;0;1470,308;1437,904;1603,322;1957,013;1902,703;2080,563;2057,603;1722,983;1796,248;2001,984;2231,404;2150,163;1971,95;2144,97;1628,296;1525,07;2007,011;2220,842;2281,899;2252,6;2279,228;1815,388;1369,915;2241,99;2072,896;2039,828;2124,259;2139,784;1858,804;1637,422;1942,13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/02/2011;;1;1;2308,689;1551,691;2013,924;3;27;1;1;1;;0;2212,935;2197,162;2308,689;2129,428;2027,176;1692,687;2234,049;2239,342;2160,566;2207,672;2155,361;1839,448;1628,296;2032,233;2160,566;2078,006;2027,176;2067,792;1834,625;1578,529;1810,594;2072,896;2119,096;2103,643;2113,939;1961,986;1551,691;1844,278;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
49330000;1;01/03/2011;;1;1;2489,195;1446,512;1892,656;15;6;1;1;1;;0;1758,254;1912,524;1868,518;1781,955;1500,859;1446,512;1450,825;1452,984;1587,524;2032,233;2039,828;1774,829;1616,921;2132,015;2489,195;2284,571;2103,643;2070,344;1861,23;1483,365;1844,278;2078,006;2189,296;2129,428;2014,562;1805,806;1660,344;2009,526;2088,243;2101,073;2103,643;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/04/2011;;1;1;2287,245;1299,38;1814,855;5;23;1;1;1;;0;2155,361;2047,437;1708,968;2027,176;2287,245;2231,404;2119,096;2019,603;1781,955;1610,115;1628,296;1912,524;2083,121;1949,565;1971,95;1883,133;1492,1;1669,555;1895,353;1942,13;1540,573;1326,142;1299,38;1336,503;1639,708;1939,655;1910,067;1596,542;1846,696;1594,285;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/05/2011;;1;1;1758,254;1303,481;1512,57;2;29;1;1;1;;0;1425,038;1758,254;1545,016;1536,136;1553,92;1547,239;1655,748;1393,111;1585,273;1678,79;1641,995;1580,776;1538,354;1433,609;1313,758;1348,987;1529,492;1596,542;1522,862;1459,469;1440,054;1429,321;1420,761;1540,573;1567,321;1542,793;1542,793;1355,25;1303,481;1474,654;1628,296;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/06/2011;;1;1;1883,133;1384,655;1659,629;30;5;1;1;1;;0;1614,651;1578,529;1616,921;1542,793;1384,655;1489,914;1596,542;1626,018;1692,687;1704,309;1553,92;1796,248;1598,8;1758,254;1839,448;1878,255;1770,086;1533,92;1610,115;1732,355;1849,114;1841,863;1587,524;1446,512;1503,052;1390,995;1660,344;1853,956;1853,956;1883,133;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/07/2011;;1;1;2210,303;1405,841;1760,83;26;10;1;1;1;;0;2027,176;1685,731;1452,984;1760,617;1781,955;1805,806;1808,199;1734,702;1592,03;1405,841;1614,651;1708,968;1653,452;1741,752;1772,457;1585,273;1556,149;1739,401;1820,188;1849,114;1989,444;1957,013;1713,634;1533,92;1732,355;2210,303;2088,243;2119,096;1994,456;1704,309;1446,512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/08/2011;;1;1;2357,282;1509,642;1875,185;31;21;1;1;1;;0;1727,666;1849,114;1944,607;1902,703;1839,448;1692,687;1612,382;1789,095;1927,3;2027,176;2004,497;2019,603;1664,946;1565,083;1751,173;1999,473;2037,295;2083,121;2072,896;1744,105;1509,642;1815,388;2001,984;1974,445;1822,591;2101,073;1722,983;1516,245;1986,941;2067,792;2357,282;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/09/2011;;1;1;2395,407;1658,045;2094,756;29;18;1;1;1;;0;2067,792;2095,936;2034,763;1753,532;1922,369;2057,603;1944,607;2017,082;2119,096;1957,013;1820,188;2070,344;2257,914;2335,626;2349,15;2297,955;1942,13;1658,045;1917,444;2228,761;2150,163;2324,834;2314,065;2083,121;1704,309;2176,215;2292,597;2362,711;2395,407;2191,917;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/10/2011;;1;1;2624,488;1646,573;2270,719;27;2;1;1;1;;0;2098,504;1646,573;2202,414;2357,282;2265,896;2239,342;2297,955;2017,082;1917,444;2303,319;2596,023;1957,013;2428,314;2428,314;2346,442;2181,443;2155,361;2472,521;2411,834;2223,48;2335,626;2181,443;1986,941;2297,955;2297,955;2550,785;2624,488;2596,023;2351,859;2083,121;2539,534;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/11/2011;;1;1;2472,521;1720,643;2125,034;8;27;1;1;1;;0;2257,914;1839,448;2121,677;2255,256;1939,655;1789,095;1971,95;2472,521;2453,134;2409,093;2472,521;2075,45;1883,133;2173,603;1996,964;2411,834;2297,955;2268,559;2147,566;1829,807;2279,228;2212,935;2044,899;2072,896;2024,651;2173,603;1720,643;1888,016;2176,215;2090,806;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
49330000;1;01/12/2011;;1;1;2362,711;1587,524;2018,155;20;4;1;1;1;;0;2037,295;1929,768;1637,422;1587,524;1849,114;2155,361;2330,227;2150,163;2142,376;2022,126;1875,819;2150,163;2247,292;2037,295;2346,442;2223,48;1820,188;1774,829;2055,059;2362,711;2327,53;2234,049;2160,566;1912,524;1641,995;1902,703;1957,013;2075,45;1902,703;1914,983;1798,635;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
49330000;1;01/01/2012;;1;1;2635,914;1522,862;2268,698;19;1;1;1;1;;0;1522,862;1596,542;1966,965;2357,282;2354,57;2455,899;2142,376;1912,524;2327,53;2409,093;2433,82;2458,666;2425,564;2181,443;1932,238;2314,065;2573,357;2330,227;2635,914;2562,059;2556,419;2116,517;2379,032;2472,521;2395,407;2368,146;2389,943;2103,643;1801,024;2403,614;2450,37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
